id,materialId,judulMateri,mode,indicator,difficulty,difficultyLabel,questionType,question,optA,optB,optC,optD,optE,correct,hint1,hint2,hint3,explanation,remedialMaterialId
M1E-F40-SL-V03,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,3,Sulit,PG,"Sebuah toko menerima 10 paket tepung. Bruto setiap paket 2,5 kg dan tara setiap paket 120 gram. Total neto seluruh tepung adalah ....",25 kg,"23,8 kg","23,3 kg","26,2 kg","2,5 kg",B,Hitung neto satu paket terlebih dahulu.,"Tara 120 gram = 0,12 kg.",,"Neto satu paket = 2,38 kg. Total neto = 23,8 kg.",R2
M1E-PRE-SL-V02,M1E,"Bruto, Neto, dan Tara",PRETEST,I1,3,Sulit,PG,"Bruto sebuah produk 12 kg dan netonya 11,5 kg. Tara produk tersebut adalah ....",12 kg,"0,5 kg","0,6 kg","11,5 kg","0,4 kg",B,,,,"Tara = 0,5 kg.",R2
M1F-POST-MD-V02,M1F,"Promo, Transaksi, dan Keputusan",POSTTEST,I2,1,Mudah,PG,Barang seharga Rp200.000 memiliki promo diskon 10% atau potongan langsung Rp25.000. Promo yang lebih hemat adalah ....,Keduanya sama,Potongan langsung lebih hemat Rp5.000,Diskon lebih hemat Rp5.000,Tidak dapat ditentukan,Diskon lebih hemat Rp2.500,B,,,,Promo diskon memberi potongan Rp20.000. Potongan langsung Rp25.000. Potongan langsung lebih hemat Rp5.000.,R1/R2
M1F-F41-MD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,1,Mudah,PG,Harga barang Rp100.000 mendapat diskon 10%. Total/harga akhir adalah ....,Tidak dapat ditentukan,Rp90.000,Rp0,Rp100.000,Rp105.000,B,"Baca komponen promo: potongan mengurangi, biaya tambahan menambah.",Subtotal setelah promo adalah Rp90.000.,,Subtotal = Rp90.000. Biaya layanan = Rp0. Ongkir = Rp0. Total = Rp90.000.,R1/R2
M1F-F41-MD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,1,Mudah,PG,Harga barang Rp120.000 mendapat potongan/voucher Rp15.000. Total/harga akhir adalah ....,Rp120.000,Rp0,Tidak dapat ditentukan,Rp125.000,Rp105.000,E,"Baca komponen promo: potongan mengurangi, biaya tambahan menambah.",Subtotal setelah promo adalah Rp105.000.,,Subtotal = Rp105.000. Biaya layanan = Rp0. Ongkir = Rp0. Total = Rp105.000.,R1/R2
M1F-F41-MD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,1,Mudah,PG,Harga barang Rp80.000 mendapat potongan/voucher Rp20.000. Total/harga akhir adalah ....,Rp80.000,Tidak dapat ditentukan,Rp60.000,Rp0,Rp70.000,C,"Baca komponen promo: potongan mengurangi, biaya tambahan menambah.",Subtotal setelah promo adalah Rp60.000.,,Subtotal = Rp60.000. Biaya layanan = Rp0. Ongkir = Rp0. Total = Rp60.000.,R1/R2
M1F-F42-MD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,1,Mudah,PG,Toko A menjual barang seharga Rp100.000 diskon 10%. Toko B menjual barang sama seharga Rp95.000 diskon 0%. Pilihan yang tepat adalah ....,Tidak dapat ditentukan,Keduanya sama,Toko A lebih hemat Rp10.000,Toko B lebih hemat Rp5.000,Toko A lebih hemat Rp5.000,E,Hitung total akhir masing-masing toko.,"Bandingkan harga setelah diskon dan biaya tambahan, bukan hanya diskon.",,Toko A = Rp90.000. Toko B = Rp95.000. Toko A lebih hemat Rp5.000.,M1F/R1
M1F-F42-MD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,1,Mudah,PG,Toko A menjual barang seharga Rp200.000 diskon 20%. Toko B menjual barang sama seharga Rp170.000 diskon 0%. Pilihan yang tepat adalah ....,Toko A lebih hemat Rp10.000,Tidak dapat ditentukan,Toko B lebih hemat Rp10.000,Keduanya sama,Toko A lebih hemat Rp20.000,A,Hitung total akhir masing-masing toko.,"Bandingkan harga setelah diskon dan biaya tambahan, bukan hanya diskon.",,Toko A = Rp160.000. Toko B = Rp170.000. Toko A lebih hemat Rp10.000.,M1F/R1
M1F-F42-MD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,1,Mudah,PG,Toko A menjual barang seharga Rp80.000 diskon 25%. Toko B menjual barang sama seharga Rp60.000 diskon 0%. Pilihan yang tepat adalah ....,Toko A lebih hemat Rp5.000,Keduanya sama,Semua pilihan salah,Tidak dapat ditentukan,Toko B lebih hemat Rp20.000,B,Hitung total akhir masing-masing toko.,"Bandingkan harga setelah diskon dan biaya tambahan, bukan hanya diskon.",,Toko A = Rp60.000. Toko B = Rp60.000. Keduanya sama.,M1F/R1
M1F-F43-MD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I2,1,Mudah,PG,Barang seharga Rp100.000 memiliki promo diskon 20% atau potongan langsung Rp15.000. Promo yang lebih hemat adalah ....,Potongan langsung lebih hemat Rp5.000,Keduanya sama,Diskon lebih hemat Rp5.000,Tidak dapat ditentukan,Diskon lebih hemat Rp6.000,C,Hitung nilai rupiah dari diskon 20%.,Bandingkan total potongan dari dua promo.,,Promo diskon memberi potongan Rp20.000. Potongan langsung Rp15.000. Diskon lebih hemat Rp5.000.,R1/R2
M1F-F43-MD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I2,1,Mudah,PG,Barang seharga Rp200.000 memiliki promo diskon 10% atau potongan langsung Rp25.000. Promo yang lebih hemat adalah ....,Keduanya sama,Potongan langsung lebih hemat Rp3.000,Diskon lebih hemat Rp5.000,Tidak dapat ditentukan,Potongan langsung lebih hemat Rp5.000,E,Hitung nilai rupiah dari diskon 10%.,Bandingkan total potongan dari dua promo.,,Promo diskon memberi potongan Rp20.000. Potongan langsung Rp25.000. Potongan langsung lebih hemat Rp5.000.,R1/R2
M1F-F43-MD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I2,1,Mudah,PG,Barang seharga Rp150.000 memiliki promo diskon 20% atau potongan langsung Rp30.000. Promo yang lebih hemat adalah ....,Diskon lebih hemat Rp5.000,Diskon lebih hemat Rp1.500,Semua pilihan salah,Tidak dapat ditentukan,Keduanya sama,E,Hitung nilai rupiah dari diskon 20%.,Bandingkan total potongan dari dua promo.,,Promo diskon memberi potongan Rp30.000. Potongan langsung Rp30.000. Keduanya sama.,R1/R2
M1F-F44-MD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,1,Mudah,PG,Barang seharga Rp100.000 mendapat diskon 10% serta ongkir Rp12.000. Total bayar adalah ....,Rp112.000,Tidak dapat ditentukan,Rp90.000,Rp102.000,Rp114.000,D,"Hitung total akhir, termasuk ongkir atau biaya layanan.",Subtotal setelah promo adalah Rp90.000.,,Subtotal = Rp90.000. Biaya layanan = Rp0. Ongkir = Rp12.000. Total A = Rp102.000.,R1/R2
M1F-F44-MD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,1,Mudah,PG,Barang seharga Rp150.000 mendapat voucher Rp20.000 dan biaya layanan Rp5.000. Total bayar adalah ....,Rp150.000,Rp145.000,Rp130.000,Rp135.000,Rp140.000,D,"Hitung total akhir, termasuk ongkir atau biaya layanan.",Subtotal setelah promo adalah Rp130.000.,,Subtotal = Rp130.000. Biaya layanan = Rp5.000. Ongkir = Rp0. Total A = Rp135.000.,R1/R2
M1F-F44-MD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,1,Mudah,PG,Barang seharga Rp200.000 mendapat diskon 20% dan biaya layanan 2% dari harga setelah diskon. Total bayar adalah ....,Rp200.000,Rp173.200,Rp160.000,Rp163.200,Rp166.400,D,"Hitung total akhir, termasuk ongkir atau biaya layanan.",Subtotal setelah promo adalah Rp160.000.,,Subtotal = Rp160.000. Biaya layanan = Rp3.200. Ongkir = Rp0. Total A = Rp163.200.,R1/R2
M1F-F45-MD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,1,Mudah,PG,"Transaksi berisi 2 buku @ Rp10.000, 1 pulpen @ Rp5.000. Total pembayaran adalah ....",Rp25.000,Tidak dapat ditentukan,Rp15.000,Rp35.000,Rp20.000,A,Hitung total setiap jenis barang.,"Jumlahkan semua subtotal, lalu terapkan voucher/diskon/ongkir jika ada.",,Total awal = Rp25.000. Voucher = Rp0. Diskon total = 0%. Ongkir = Rp0. Total akhir = Rp25.000.,R2
M1F-F45-MD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,1,Mudah,PG,"Transaksi berisi 3 pensil @ Rp4.000, 2 penghapus @ Rp3.000. Total pembayaran adalah ....",Rp18.000,Tidak dapat ditentukan,Rp28.000,Rp8.000,Rp15.000,A,Hitung total setiap jenis barang.,"Jumlahkan semua subtotal, lalu terapkan voucher/diskon/ongkir jika ada.",,Total awal = Rp18.000. Voucher = Rp0. Diskon total = 0%. Ongkir = Rp0. Total akhir = Rp18.000.,R2
M1F-F45-MD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,1,Mudah,PG,"Transaksi berisi 1 tas @ Rp120.000, 2 gantungan @ Rp15.000. Total pembayaran adalah ....",Rp140.000,Rp150.000,Tidak dapat ditentukan,Rp160.000,Rp135.000,B,Hitung total setiap jenis barang.,"Jumlahkan semua subtotal, lalu terapkan voucher/diskon/ongkir jika ada.",,Total awal = Rp150.000. Voucher = Rp0. Diskon total = 0%. Ongkir = Rp0. Total akhir = Rp150.000.,R2
M1F-F46-MD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,1,Mudah,PG,Tabel transaksi: buku 2 buah @ Rp20.000 diskon 10%. Total bayar adalah ....,Tidak dapat ditentukan,Rp56.000,Rp26.000,Rp36.000,Rp28.800,D,Hitung harga setelah diskon tiap jenis barang.,Jumlahkan subtotal lalu tambahkan/kurangi biaya tambahan sesuai soal.,,Subtotal setelah diskon = Rp36.000. Voucher = Rp0. Ongkir = Rp0. Biaya layanan = Rp0. Total = Rp36.000.,R1/R2
M1F-F46-MD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,1,Mudah,PG,Tabel transaksi: pulpen 5 buah @ Rp5.000 diskon 20%. Total bayar adalah ....,Rp40.000,Tidak dapat ditentukan,Rp10.000,Rp20.000,Rp16.000,D,Hitung harga setelah diskon tiap jenis barang.,Jumlahkan subtotal lalu tambahkan/kurangi biaya tambahan sesuai soal.,,Subtotal setelah diskon = Rp20.000. Voucher = Rp0. Ongkir = Rp0. Biaya layanan = Rp0. Total = Rp20.000.,R1/R2
M1F-F46-MD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,1,Mudah,PG,Tabel transaksi: tas 1 buah @ Rp120.000 diskon 25%. Total bayar adalah ....,Rp80.000,Rp110.000,Rp90.000,Tidak dapat ditentukan,Rp75.000,C,Hitung harga setelah diskon tiap jenis barang.,Jumlahkan subtotal lalu tambahkan/kurangi biaya tambahan sesuai soal.,,Subtotal setelah diskon = Rp90.000. Voucher = Rp0. Ongkir = Rp0. Biaya layanan = Rp0. Total = Rp90.000.,R1/R2
M1F-F47-MD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,1,Mudah,PG,Paket berisi 2 produk seharga Rp30.000. Harga per produk adalah ....,Rp10.000,Rp16.000,Rp14.000,Rp30.000,Rp15.000,E,Harga per unit = total harga ÷ jumlah unit.,"Jika ada diskon/ongkir, gunakan total akhir terlebih dahulu.",,Harga per produk = Rp30.000 ÷ 2 = Rp15.000.,R3
M1F-F47-MD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,1,Mudah,PG,Paket berisi 4 produk seharga Rp36.000. Harga per produk adalah ....,Rp10.000,Rp36.000,Rp8.000,Rp9.000,Rp12.000,D,Harga per unit = total harga ÷ jumlah unit.,"Jika ada diskon/ongkir, gunakan total akhir terlebih dahulu.",,Harga per produk = Rp36.000 ÷ 4 = Rp9.000.,R3
M1F-F47-MD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,1,Mudah,PG,Paket A berisi 3 produk seharga Rp45.000. Paket B berisi 2 produk seharga Rp32.000. Paket yang lebih hemat per produk adalah ....,Paket A lebih hemat Rp1.000 per unit,Paket B lebih hemat Rp1.000 per unit,Tidak dapat ditentukan,Keduanya sama,Paket A lebih hemat Rp2.000 per unit,A,Harga per unit = total harga ÷ jumlah unit.,"Jika ada diskon/ongkir, gunakan total akhir terlebih dahulu.",,Paket A = Rp15.000 per produk. Paket B = Rp16.000 per produk. Paket A lebih hemat Rp1.000 per unit.,R3
M1F-F48-MD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,1,Mudah,PG,Opsi A total bayar Rp180.000. Opsi B total bayar Rp175.000. Opsi yang lebih hemat adalah ....,Opsi A,Keduanya sama,Tidak dapat ditentukan,Opsi B lebih hemat Rp10.000,Opsi B lebih hemat Rp5.000,E,Pilihan hemat adalah total yang lebih kecil.,Bandingkan Rp180.000 dan Rp175.000.,,Opsi B lebih hemat Rp5.000.,R2
M1F-F48-MD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,1,Mudah,PG,Opsi A total bayar Rp250.000. Opsi B total bayar Rp240.000. Selisih hemat Opsi B adalah ....,Rp20.000,Rp25.000,Rp10.000,Rp5.000,Rp8.000,C,Selisih = total lebih besar − total lebih kecil.,Hitung Rp250.000 − Rp240.000.,,Selisih = Rp10.000.,R2
M1F-F48-MD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,1,Mudah,PG,Harga tunai barang Rp200.000. Jika dibeli cicilan totalnya Rp220.000. Pilihan yang lebih hemat adalah ....,Keduanya sama,Tunai lebih hemat Rp20.000,Tidak dapat ditentukan,Cicilan,Tunai lebih hemat Rp40.000,B,Bandingkan total pembayaran akhir.,Tunai Rp200.000 lebih kecil dari cicilan Rp220.000.,,Tunai lebih hemat Rp20.000.,R2
M1F-F49-MD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,1,Mudah,PG,"Siswa memiliki uang Rp100.000. Ia membeli barang seharga Rp85.000, ongkir Rp10.000. Kesimpulan yang tepat adalah ....",Uang cukup dan sisa Rp5.000,Uang kurang dan sisa Rp5.000,Tidak dapat ditentukan,Uang tepat cukup,Uang cukup dan sisa Rp10.000,A,Hitung total bayar lengkap terlebih dahulu.,Bandingkan total bayar dengan uang yang tersedia.,,Total bayar = Rp95.000. Uang tersedia = Rp100.000. Uang cukup dan sisa Rp5.000.,R1/R2
M1F-F49-MD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,1,Mudah,PG,Siswa memiliki uang Rp150.000. Ia membeli barang seharga Rp160.000 diskon 10%. Kesimpulan yang tepat adalah ....,Tidak dapat ditentukan,Uang tepat cukup,Uang cukup dan sisa Rp6.000,Uang kurang dan sisa Rp6.000,Uang cukup dan sisa Rp12.000,C,Hitung total bayar lengkap terlebih dahulu.,Bandingkan total bayar dengan uang yang tersedia.,,Total bayar = Rp144.000. Uang tersedia = Rp150.000. Uang cukup dan sisa Rp6.000.,R1/R2
M1F-F49-MD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,1,Mudah,PG,"Siswa memiliki uang Rp200.000. Ia membeli barang seharga Rp180.000, ongkir Rp25.000. Kesimpulan yang tepat adalah ....",Tidak dapat ditentukan,Uang kurang Rp5.000,Uang tepat cukup,Uang cukup dan sisa Rp5.000,Uang kurang Rp10.000,B,Hitung total bayar lengkap terlebih dahulu.,Bandingkan total bayar dengan uang yang tersedia.,,Total bayar = Rp205.000. Uang tersedia = Rp200.000. Uang kurang Rp5.000.,R1/R2
M1F-F50-MD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,1,Mudah,PG,"Barang Rp200.000 mendapat diskon 20%, lalu ongkir Rp15.000. Total bayar adalah ....",Rp180.000,Rp160.000,Rp215.000,Rp205.000,Rp175.000,E,"Diskon mengurangi harga, ongkir menambah total.","Hitung 80% dari Rp200.000, lalu tambah Rp15.000.",,Harga setelah diskon = Rp160.000. Total = Rp175.000.,R1/R2
M1F-F50-MD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I2,1,Mudah,PG,Paket 5 barang seharga Rp75.000. Harga per barang adalah ....,Rp20.000,Rp25.000,Rp10.000,Rp15.000,Rp12.500,D,Harga per barang = total harga ÷ jumlah barang.,Hitung Rp75.000 ÷ 5.,,Harga per barang = Rp15.000.,R3
M1F-F50-MD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,1,Mudah,PG,Opsi A total Rp120.000 dan Opsi B total Rp115.000. Opsi lebih hemat adalah ....,Tidak dapat ditentukan,Sama,Opsi B lebih hemat Rp5.000,Opsi A,Opsi B lebih hemat Rp10.000,C,Pilihan hemat adalah total lebih kecil.,Bandingkan Rp120.000 dan Rp115.000.,,Opsi B lebih hemat Rp5.000.,R2
M1F-PRE-MD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRETEST,I3,1,Mudah,PG,Toko A menjual barang seharga Rp100.000 diskon 10%. Toko B menjual barang sama seharga Rp95.000 diskon 0%. Pilihan yang tepat adalah ....,Tidak dapat ditentukan,Keduanya sama,Toko A lebih hemat Rp5.000,Toko B lebih hemat Rp5.000,Toko A lebih hemat Rp10.000,C,,,,Toko A = Rp90.000. Toko B = Rp95.000. Toko A lebih hemat Rp5.000.,M1F/R1
M1F-PRE-MD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRETEST,I1,1,Mudah,PG,Harga barang Rp80.000 mendapat potongan/voucher Rp20.000. Total/harga akhir adalah ....,Rp80.000,Tidak dapat ditentukan,Rp60.000,Rp0,Rp70.000,C,,,,Subtotal = Rp60.000. Biaya layanan = Rp0. Ongkir = Rp0. Total = Rp60.000.,R1/R2
M1F-POST-SD-V01,M1F,"Promo, Transaksi, dan Keputusan",POSTTEST,I3,2,Sedang,PG,Opsi A: harga Rp500.000 diskon 10%. Opsi B memiliki total akhir Rp480.000. Pilihan yang lebih hemat adalah ....,Opsi A lebih hemat Rp30.000,Tidak dapat ditentukan,Opsi B lebih hemat Rp30.000,Keduanya sama,Opsi B lebih hemat Rp15.000,A,,,,Total A = Rp450.000. Total B = Rp480.000. Opsi A lebih hemat Rp30.000.,R1/R2
M1F-F41-SD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,2,Sedang,PG,Harga barang Rp200.000 mendapat diskon 15%. Total/harga akhir adalah ....,Tidak dapat ditentukan,Rp0,Rp170.000,Rp200.000,Rp201.000,C,"Baca komponen promo: potongan mengurangi, biaya tambahan menambah.",Subtotal setelah promo adalah Rp170.000.,,Subtotal = Rp170.000. Biaya layanan = Rp0. Ongkir = Rp0. Total = Rp170.000.,R1/R2
M1F-F41-SD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,2,Sedang,PG,Harga barang Rp250.000 mendapat potongan/voucher Rp40.000 serta ongkir Rp15.000. Total/harga akhir adalah ....,Rp250.000,Rp280.000,Rp210.000,Rp225.000,Rp240.000,D,"Baca komponen promo: potongan mengurangi, biaya tambahan menambah.",Subtotal setelah promo adalah Rp210.000.,,Subtotal = Rp210.000. Biaya layanan = Rp0. Ongkir = Rp15.000. Total = Rp225.000.,R1/R2
M1F-F41-SD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,2,Sedang,PG,Harga barang Rp180.000 mendapat diskon 20% dan biaya layanan 5000% dari harga setelah promo. Total/harga akhir adalah ....,Rp7.344.000,Rp7.200.000,Rp180.000,Rp144.000,Rp14.544.000,A,"Baca komponen promo: potongan mengurangi, biaya tambahan menambah.",Subtotal setelah promo adalah Rp144.000.,,Subtotal = Rp144.000. Biaya layanan = Rp7.200.000. Ongkir = Rp0. Total = Rp7.344.000.,R1/R2
M1F-F42-SD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,2,Sedang,PG,Toko A menjual barang seharga Rp250.000 diskon 18%. Toko B menjual barang sama seharga Rp240.000 diskon 15%. Pilihan yang tepat adalah ....,Keduanya sama,Tidak dapat ditentukan,Toko B lebih hemat Rp1.000,Toko A lebih hemat Rp5.000,Toko B lebih hemat Rp2.000,C,Hitung total akhir masing-masing toko.,"Bandingkan harga setelah diskon dan biaya tambahan, bukan hanya diskon.",,Toko A = Rp205.000. Toko B = Rp204.000. Toko B lebih hemat Rp1.000.,M1F/R1
M1F-F42-SD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,2,Sedang,PG,Toko A menjual barang seharga Rp300.000 diskon 30%. Toko B menjual barang sama seharga Rp280.000 diskon 25%. Pilihan yang tepat adalah ....,Toko A lebih hemat Rp5.000,Keduanya sama,Semua pilihan salah,Tidak dapat ditentukan,Toko B lebih hemat Rp20.000,B,Hitung total akhir masing-masing toko.,"Bandingkan harga setelah diskon dan biaya tambahan, bukan hanya diskon.",,Toko A = Rp210.000. Toko B = Rp210.000. Keduanya sama.,M1F/R1
M1F-F42-SD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I3,2,Sedang,PG,Toko A menjual barang seharga Rp420.000 diskon 35%. Toko B menjual barang sama seharga Rp390.000 diskon 30%. Pilihan yang tepat adalah ....,Toko A lebih hemat Rp5.000,Keduanya sama,Semua pilihan salah,Tidak dapat ditentukan,Toko B lebih hemat Rp30.000,B,Hitung total akhir masing-masing toko.,"Bandingkan harga setelah diskon dan biaya tambahan, bukan hanya diskon.",,Toko A = Rp273.000. Toko B = Rp273.000. Keduanya sama.,M1F/R1
M1F-F43-SD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I2,2,Sedang,PG,Barang seharga Rp250.000 memiliki promo diskon 18% atau potongan langsung Rp40.000. Promo yang lebih hemat adalah ....,Potongan langsung lebih hemat Rp5.000,Keduanya sama,Diskon lebih hemat Rp5.000,Tidak dapat ditentukan,Diskon lebih hemat Rp7.500,C,Hitung nilai rupiah dari diskon 18%.,Bandingkan total potongan dari dua promo.,,Promo diskon memberi potongan Rp45.000. Potongan langsung Rp40.000. Diskon lebih hemat Rp5.000.,R1/R2
M1F-F43-SD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I2,2,Sedang,PG,"Barang seharga Rp320.000 memiliki promo diskon 12,5% atau potongan langsung Rp45.000. Promo yang lebih hemat adalah ....",Keduanya sama,Potongan langsung lebih hemat Rp5.000,Diskon lebih hemat Rp5.000,Tidak dapat ditentukan,Potongan langsung lebih hemat Rp1.800,B,"Hitung nilai rupiah dari diskon 12,5%.",Bandingkan total potongan dari dua promo.,,Promo diskon memberi potongan Rp40.000. Potongan langsung Rp45.000. Potongan langsung lebih hemat Rp5.000.,R1/R2
M1F-F43-SD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I2,2,Sedang,PG,Barang seharga Rp180.000 memiliki promo diskon 25% atau potongan langsung Rp50.000. Promo yang lebih hemat adalah ....,Keduanya sama,Potongan langsung lebih hemat Rp3.200,Diskon lebih hemat Rp5.000,Tidak dapat ditentukan,Potongan langsung lebih hemat Rp5.000,E,Hitung nilai rupiah dari diskon 25%.,Bandingkan total potongan dari dua promo.,,Promo diskon memberi potongan Rp45.000. Potongan langsung Rp50.000. Potongan langsung lebih hemat Rp5.000.,R1/R2
M1F-F44-SD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,2,Sedang,PG,Toko A menawarkan harga Rp250.000 diskon 20% dan ongkir Rp20.000. Toko B memiliki total pembanding Rp240.000. Pilihan yang lebih hemat adalah ....,Keduanya sama,Tidak dapat ditentukan,Toko B lebih hemat Rp20.000,Toko A lebih hemat Rp20.000,Toko B lebih hemat Rp10.000,D,"Hitung total akhir, termasuk ongkir atau biaya layanan.",Subtotal setelah promo adalah Rp200.000.,,Subtotal = Rp200.000. Biaya layanan = Rp0. Ongkir = Rp20.000. Total A = Rp220.000. Total B = Rp240.000. Toko A lebih hemat Rp20.000.,R1/R2
M1F-F44-SD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,2,Sedang,PG,Toko A menawarkan harga Rp300.000 diskon 25%. Toko B memiliki total pembanding Rp240.000. Pilihan yang lebih hemat adalah ....,Toko A lebih hemat Rp10.000,Tidak dapat ditentukan,Toko B lebih hemat Rp10.000,Keduanya sama,Toko B lebih hemat Rp60.000,A,"Hitung total akhir, termasuk ongkir atau biaya layanan.",Subtotal setelah promo adalah Rp225.000.,,Subtotal = Rp225.000. Biaya layanan = Rp5.000. Ongkir = Rp0. Total A = Rp230.000. Total B = Rp240.000. Toko A lebih hemat Rp10.000.,R1/R2
M1F-F44-SD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,2,Sedang,PG,Toko A menawarkan harga Rp400.000 diskon 30% dan ongkir Rp25.000. Toko B memiliki total pembanding Rp310.000. Pilihan yang lebih hemat adalah ....,Tidak dapat ditentukan,Keduanya sama,Toko B lebih hemat Rp2.500,Toko B lebih hemat Rp5.000,Toko A lebih hemat Rp5.000,E,"Hitung total akhir, termasuk ongkir atau biaya layanan.",Subtotal setelah promo adalah Rp280.000.,,Subtotal = Rp280.000. Biaya layanan = Rp0. Ongkir = Rp25.000. Total A = Rp305.000. Total B = Rp310.000. Toko A lebih hemat Rp5.000.,R1/R2
M1F-F45-SD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,2,Sedang,PG,"Transaksi berisi 3 buku @ Rp12.000, 5 pulpen @ Rp4.000, 2 map @ Rp6.000. Total pembayaran adalah ....",Tidak dapat ditentukan,Rp58.000,Rp78.000,Rp68.000,Rp64.000,D,Hitung total setiap jenis barang.,"Jumlahkan semua subtotal, lalu terapkan voucher/diskon/ongkir jika ada.",,Total awal = Rp68.000. Voucher = Rp0. Diskon total = 0%. Ongkir = Rp0. Total akhir = Rp68.000.,R2
M1F-F45-SD-V02,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,2,Sedang,PG,"Transaksi berisi 2 botol @ Rp35.000, 1 tempat makan @ Rp45.000, 3 sendok @ Rp5.000. Total pembayaran adalah ....",Tidak dapat ditentukan,Rp140.000,Rp130.000,Rp120.000,Rp125.000,C,Hitung total setiap jenis barang.,"Jumlahkan semua subtotal, lalu terapkan voucher/diskon/ongkir jika ada.",,Total awal = Rp130.000. Voucher = Rp0. Diskon total = 0%. Ongkir = Rp0. Total akhir = Rp130.000.,R2
M1F-F45-SD-V03,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,2,Sedang,PG,"Transaksi berisi 4 snack @ Rp8.000, 2 minuman @ Rp12.000, 1 roti @ Rp15.000. Total pembayaran adalah ....",Rp61.000,Rp71.000,Tidak dapat ditentukan,Rp81.000,Rp63.000,B,Hitung total setiap jenis barang.,"Jumlahkan semua subtotal, lalu terapkan voucher/diskon/ongkir jika ada.",,Total awal = Rp71.000. Voucher = Rp0. Diskon total = 0%. Ongkir = Rp0. Total akhir = Rp71.000.,R2
M1F-F46-SD-V01,M1F,"Promo, Transaksi, dan Keputusan",PRACTICE,I1,2,Sedang,PG,"Tabel transaksi: buku 3 buah @ Rp12.000 diskon 10%, pulpen 5 buah @ Rp4.000 diskon 0%, flashdisk 1 buah @ Rp55.000 diskon 20%. Total bayar adalah ....",Rp116.400,Rp96.400,Tidak dapat ditentukan,Rp86.400,Rp115.400,B,Hitung harga setelah diskon tiap jenis barang.,Jumlahkan subtotal lalu tambahkan/kurangi biaya tambahan sesuai soal.,,Subtotal setelah diskon = Rp96.400. Voucher = Rp0. Ongkir = Rp0. Biaya layanan = Rp0. Total = Rp96.400.,R1/R2
