question_id,mode,material_id,floor_number,difficulty,variant_number,indicator,cognitive_level,question_type,context_tag,question_text,option_a,option_b,option_c,option_d,correct_answer,correct_value,hint_1,hint_2,explanation,common_error_tag,remedial_material_id,is_active
M1E-F40-SD-V02,PRACTICE,M1E,40,SEDANG,2,I1/I2/I3,C4,PG,mini_challenge_bnt,"Sebuah produk memiliki bruto 2,4 kg dan tara 150 gram. Neto produk dalam gram adalah ....",2.550 gram,2.150 gram,2.400 gram,2.250 gram,D,2.250 gram,"Ubah 2,4 kg menjadi gram.","2,4 kg = 2.400 gram.",Neto = 2.400 gram − 150 gram = 2.250 gram.,ERR_UNIT_CONVERSION,R2,TRUE
M1E-F40-SD-V03,PRACTICE,M1E,40,SEDANG,3,I1/I2/I3,C4,PG,mini_challenge_bnt,"Neto sebuah produk 3,6 kg dan tara 400 gram. Bruto produk tersebut adalah ....","3,8 kg","3,2 kg","4,4 kg",4 kg,D,4 kg,Ubah 400 gram menjadi kg.,"400 gram = 0,4 kg.","Bruto = 3,6 kg + 0,4 kg = 4,0 kg.",ERR_UNIT_CONVERSION,R2,TRUE
M1E-F40-SL-V01,PRACTICE,M1E,40,SULIT,1,I1/I2/I3/I4,C4,PG,mini_challenge_bnt,"Sebuah dus memiliki bruto 8 kg. Tara dus 5% dari bruto. Jika neto dibagi rata ke 4 kantong, isi bersih tiap kantong adalah ....","2,1 kg",2 kg,"1,8 kg","1,9 kg",D,"1,9 kg",Hitung tara 5% dari 8 kg.,"Setelah mendapat neto total, bagi 4.","Tara = 0,4 kg. Neto = 7,6 kg. Tiap kantong = 1,9 kg.",ERR_PERCENT_TARE,R1/R3,TRUE
M1E-F40-SL-V02,PRACTICE,M1E,40,SULIT,2,I1/I2/I3/I4,C4,PG,mini_challenge_bnt,"Produk A memiliki bruto 5 kg dan tara 300 gram. Produk B memiliki bruto 4,8 kg dan tara 2% dari bruto. Produk dengan neto lebih besar adalah ....",Keduanya sama,Tidak dapat ditentukan,Produk A,Produk B,D,Produk B,Hitung neto masing-masing produk dengan satuan sama.,"Tara B = 2% × 4,8 kg.","Neto A = 4,7 kg. Neto B = 4,704 kg. Produk B sedikit lebih besar.",ERR_COMPARE_NETO,R1/R2,TRUE
M1E-F40-SL-V03,PRACTICE,M1E,40,SULIT,3,I1/I2/I3/I4,C4,PG,mini_challenge_bnt,"Sebuah toko menerima 10 paket tepung. Bruto setiap paket 2,5 kg dan tara setiap paket 120 gram. Total neto seluruh tepung adalah ....",25 kg,"23,8 kg","23,3 kg","26,2 kg",B,"23,8 kg",Hitung neto satu paket terlebih dahulu.,"Tara 120 gram = 0,12 kg.","Neto satu paket = 2,38 kg. Total neto = 23,8 kg.",ERR_UNIT_CONVERSION,R2,TRUE
M1F-F41-MD-V01,PRACTICE,M1F,41,MUDAH,1,I1/I2/I3,C3,PG,membaca_promo,Harga barang Rp100.000 mendapat diskon 10%. Total/harga akhir adalah ....,Tidak dapat ditentukan,Rp90.000,Rp0,Rp100.000,B,Rp90.000,"Baca komponen promo: potongan mengurangi, biaya tambahan menambah.",Subtotal setelah promo adalah Rp90.000.,Subtotal = Rp90.000. Biaya layanan = Rp0. Ongkir = Rp0. Total = Rp90.000.,ERR_OPERATION_ORDER,R1/R2,TRUE
M1F-F41-MD-V02,PRACTICE,M1F,41,MUDAH,2,I1/I2/I3,C3,PG,membaca_promo,Harga barang Rp120.000 mendapat potongan/voucher Rp15.000. Total/harga akhir adalah ....,Rp120.000,Rp0,Tidak dapat ditentukan,Rp105.000,D,Rp105.000,"Baca komponen promo: potongan mengurangi, biaya tambahan menambah.",Subtotal setelah promo adalah Rp105.000.,Subtotal = Rp105.000. Biaya layanan = Rp0. Ongkir = Rp0. Total = Rp105.000.,ERR_OPERATION_ORDER,R1/R2,TRUE
M1F-F41-MD-V03,PRACTICE,M1F,41,MUDAH,3,I1/I2/I3,C3,PG,membaca_promo,Harga barang Rp80.000 mendapat potongan/voucher Rp20.000. Total/harga akhir adalah ....,Rp80.000,Tidak dapat ditentukan,Rp60.000,Rp0,C,Rp60.000,"Baca komponen promo: potongan mengurangi, biaya tambahan menambah.",Subtotal setelah promo adalah Rp60.000.,Subtotal = Rp60.000. Biaya layanan = Rp0. Ongkir = Rp0. Total = Rp60.000.,ERR_OPERATION_ORDER,R1/R2,TRUE
M1F-F41-SD-V01,PRACTICE,M1F,41,SEDANG,1,I1/I2/I3,C3,PG,membaca_promo,Harga barang Rp200.000 mendapat diskon 15%. Total/harga akhir adalah ....,Tidak dapat ditentukan,Rp0,Rp170.000,Rp200.000,C,Rp170.000,"Baca komponen promo: potongan mengurangi, biaya tambahan menambah.",Subtotal setelah promo adalah Rp170.000.,Subtotal = Rp170.000. Biaya layanan = Rp0. Ongkir = Rp0. Total = Rp170.000.,ERR_OPERATION_ORDER,R1/R2,TRUE
M1F-F41-SD-V02,PRACTICE,M1F,41,SEDANG,2,I1/I2/I3,C3,PG,membaca_promo,Harga barang Rp250.000 mendapat potongan/voucher Rp40.000 serta ongkir Rp15.000. Total/harga akhir adalah ....,Rp250.000,Rp280.000,Rp210.000,Rp225.000,D,Rp225.000,"Baca komponen promo: potongan mengurangi, biaya tambahan menambah.",Subtotal setelah promo adalah Rp210.000.,Subtotal = Rp210.000. Biaya layanan = Rp0. Ongkir = Rp15.000. Total = Rp225.000.,ERR_OPERATION_ORDER,R1/R2,TRUE
M1F-F41-SD-V03,PRACTICE,M1F,41,SEDANG,3,I1/I2/I3,C3,PG,membaca_promo,Harga barang Rp180.000 mendapat diskon 20% dan biaya layanan 5000% dari harga setelah promo. Total/harga akhir adalah ....,Rp7.344.000,Rp7.200.000,Rp180.000,Rp144.000,A,Rp7.344.000,"Baca komponen promo: potongan mengurangi, biaya tambahan menambah.",Subtotal setelah promo adalah Rp144.000.,Subtotal = Rp144.000. Biaya layanan = Rp7.200.000. Ongkir = Rp0. Total = Rp7.344.000.,ERR_OPERATION_ORDER,R1/R2,TRUE
M1F-F41-SL-V01,PRACTICE,M1F,41,SULIT,1,I1/I2/I3,C4,PG,membaca_promo,Harga barang Rp300.000 mendapat diskon 20% mendapat potongan/voucher Rp25.000 serta ongkir Rp18.000. Total/harga akhir adalah ....,Rp233.000,Rp215.000,Rp276.000,Rp300.000,A,Rp233.000,"Baca komponen promo: potongan mengurangi, biaya tambahan menambah.",Subtotal setelah promo adalah Rp215.000.,Subtotal = Rp215.000. Biaya layanan = Rp0. Ongkir = Rp18.000. Total = Rp233.000.,ERR_OPERATION_ORDER,R1/R2,TRUE
M1F-F41-SL-V02,PRACTICE,M1F,41,SULIT,2,I1/I2/I3,C4,PG,membaca_promo,Harga barang Rp400.000 mendapat diskon 25% dan biaya layanan 2% dari harga setelah promo. Total/harga akhir adalah ....,Rp306.000,Rp400.000,Rp300.000,Rp6.000,A,Rp306.000,"Baca komponen promo: potongan mengurangi, biaya tambahan menambah.",Subtotal setelah promo adalah Rp300.000.,Subtotal = Rp300.000. Biaya layanan = Rp6.000. Ongkir = Rp0. Total = Rp306.000.,ERR_OPERATION_ORDER,R1/R2,TRUE
M1F-F41-SL-V03,PRACTICE,M1F,41,SULIT,3,I1/I2/I3,C4,PG,membaca_promo,Harga barang Rp500.000 mendapat diskon 30% mendapat potongan/voucher Rp25.000 serta ongkir Rp20.000. Total/harga akhir adalah ....,Rp345.000,Rp325.000,Rp500.000,Rp390.000,A,Rp345.000,"Baca komponen promo: potongan mengurangi, biaya tambahan menambah.",Subtotal setelah promo adalah Rp325.000.,Subtotal = Rp325.000. Biaya layanan = Rp0. Ongkir = Rp20.000. Total = Rp345.000.,ERR_OPERATION_ORDER,R1/R2,TRUE
M1F-F42-MD-V01,PRACTICE,M1F,42,MUDAH,1,I3/I4,C4,PG,membandingkan_harga_akhir,Toko A menjual barang seharga Rp100.000 diskon 10%. Toko B menjual barang sama seharga Rp95.000 diskon 0%. Pilihan yang tepat adalah ....,Tidak dapat ditentukan,Keduanya sama,Toko A lebih hemat Rp5.000,Toko B lebih hemat Rp5.000,C,Toko A lebih hemat Rp5.000,Hitung total akhir masing-masing toko.,"Bandingkan harga setelah diskon dan biaya tambahan, bukan hanya diskon.",Toko A = Rp90.000. Toko B = Rp95.000. Toko A lebih hemat Rp5.000.,ERR_COMPARE_PROMO,M1F/R1,TRUE
M1F-F42-MD-V02,PRACTICE,M1F,42,MUDAH,2,I3/I4,C4,PG,membandingkan_harga_akhir,Toko A menjual barang seharga Rp200.000 diskon 20%. Toko B menjual barang sama seharga Rp170.000 diskon 0%. Pilihan yang tepat adalah ....,Toko A lebih hemat Rp10.000,Tidak dapat ditentukan,Toko B lebih hemat Rp10.000,Keduanya sama,A,Toko A lebih hemat Rp10.000,Hitung total akhir masing-masing toko.,"Bandingkan harga setelah diskon dan biaya tambahan, bukan hanya diskon.",Toko A = Rp160.000. Toko B = Rp170.000. Toko A lebih hemat Rp10.000.,ERR_COMPARE_PROMO,M1F/R1,TRUE
M1F-F42-MD-V03,PRACTICE,M1F,42,MUDAH,3,I3/I4,C4,PG,membandingkan_harga_akhir,Toko A menjual barang seharga Rp80.000 diskon 25%. Toko B menjual barang sama seharga Rp60.000 diskon 0%. Pilihan yang tepat adalah ....,Toko A lebih hemat Rp5.000,Keduanya sama,Semua pilihan salah,Tidak dapat ditentukan,B,Keduanya sama,Hitung total akhir masing-masing toko.,"Bandingkan harga setelah diskon dan biaya tambahan, bukan hanya diskon.",Toko A = Rp60.000. Toko B = Rp60.000. Keduanya sama.,ERR_COMPARE_PROMO,M1F/R1,TRUE
M1F-F42-SD-V01,PRACTICE,M1F,42,SEDANG,1,I3/I4,C4,PG,membandingkan_harga_akhir,Toko A menjual barang seharga Rp250.000 diskon 18%. Toko B menjual barang sama seharga Rp240.000 diskon 15%. Pilihan yang tepat adalah ....,Keduanya sama,Tidak dapat ditentukan,Toko B lebih hemat Rp1.000,Toko A lebih hemat Rp5.000,C,Toko B lebih hemat Rp1.000,Hitung total akhir masing-masing toko.,"Bandingkan harga setelah diskon dan biaya tambahan, bukan hanya diskon.",Toko A = Rp205.000. Toko B = Rp204.000. Toko B lebih hemat Rp1.000.,ERR_COMPARE_PROMO,M1F/R1,TRUE
M1F-F42-SD-V02,PRACTICE,M1F,42,SEDANG,2,I3/I4,C4,PG,membandingkan_harga_akhir,Toko A menjual barang seharga Rp300.000 diskon 30%. Toko B menjual barang sama seharga Rp280.000 diskon 25%. Pilihan yang tepat adalah ....,Toko A lebih hemat Rp5.000,Keduanya sama,Semua pilihan salah,Tidak dapat ditentukan,B,Keduanya sama,Hitung total akhir masing-masing toko.,"Bandingkan harga setelah diskon dan biaya tambahan, bukan hanya diskon.",Toko A = Rp210.000. Toko B = Rp210.000. Keduanya sama.,ERR_COMPARE_PROMO,M1F/R1,TRUE
M1F-F42-SD-V03,PRACTICE,M1F,42,SEDANG,3,I3/I4,C4,PG,membandingkan_harga_akhir,Toko A menjual barang seharga Rp420.000 diskon 35%. Toko B menjual barang sama seharga Rp390.000 diskon 30%. Pilihan yang tepat adalah ....,Toko A lebih hemat Rp5.000,Keduanya sama,Semua pilihan salah,Tidak dapat ditentukan,B,Keduanya sama,Hitung total akhir masing-masing toko.,"Bandingkan harga setelah diskon dan biaya tambahan, bukan hanya diskon.",Toko A = Rp273.000. Toko B = Rp273.000. Keduanya sama.,ERR_COMPARE_PROMO,M1F/R1,TRUE
M1F-F42-SL-V01,PRACTICE,M1F,42,SULIT,1,I3/I4,C4,PG,membandingkan_harga_akhir,Toko A menjual barang seharga Rp500.000 diskon 22%. Toko B menjual barang sama seharga Rp470.000 diskon 17%. Pilihan yang tepat adalah ....,Tidak dapat ditentukan,Keduanya sama,Toko A lebih hemat Rp100,Toko B lebih hemat Rp100,C,Toko A lebih hemat Rp100,Hitung total akhir masing-masing toko.,"Bandingkan harga setelah diskon dan biaya tambahan, bukan hanya diskon.",Toko A = Rp390.000. Toko B = Rp390.100. Toko A lebih hemat Rp100.,ERR_COMPARE_PROMO,M1F/R1,TRUE
M1F-F42-SL-V02,PRACTICE,M1F,42,SULIT,2,I3/I4,C4,PG,membandingkan_harga_akhir,"Toko A menjual barang seharga Rp275.000 diskon 16%. Toko B menjual barang sama seharga Rp260.000 diskon 12,5%. Pilihan yang tepat adalah ....",Toko B lebih hemat Rp3.500,Toko A lebih hemat Rp5.000,Tidak dapat ditentukan,Keduanya sama,A,Toko B lebih hemat Rp3.500,Hitung total akhir masing-masing toko.,"Bandingkan harga setelah diskon dan biaya tambahan, bukan hanya diskon.",Toko A = Rp231.000. Toko B = Rp227.500. Toko B lebih hemat Rp3.500.,ERR_COMPARE_PROMO,M1F/R1,TRUE
M1F-F42-SL-V03,PRACTICE,M1F,42,SULIT,3,I3/I4,C4,PG,membandingkan_harga_akhir,Toko A menjual barang seharga Rp600.000 diskon 40%. Toko B menjual barang sama seharga Rp540.000 diskon 32%. Pilihan yang tepat adalah ....,Toko A lebih hemat Rp7.200,Keduanya sama,Tidak dapat ditentukan,Toko B lebih hemat Rp7.200,A,Toko A lebih hemat Rp7.200,Hitung total akhir masing-masing toko.,"Bandingkan harga setelah diskon dan biaya tambahan, bukan hanya diskon.",Toko A = Rp360.000. Toko B = Rp367.200. Toko A lebih hemat Rp7.200.,ERR_COMPARE_PROMO,M1F/R1,TRUE
M1F-F43-MD-V01,PRACTICE,M1F,43,MUDAH,1,I2/I3/I4,C4,PG,diskon_vs_potongan,Barang seharga Rp100.000 memiliki promo diskon 20% atau potongan langsung Rp15.000. Promo yang lebih hemat adalah ....,Potongan langsung lebih hemat Rp5.000,Keduanya sama,Diskon lebih hemat Rp5.000,Tidak dapat ditentukan,C,Diskon lebih hemat Rp5.000,Hitung nilai rupiah dari diskon 20%.,Bandingkan total potongan dari dua promo.,Promo diskon memberi potongan Rp20.000. Potongan langsung Rp15.000. Diskon lebih hemat Rp5.000.,ERR_DISCOUNT_VS_FLAT,R1/R2,TRUE
M1F-F43-MD-V02,PRACTICE,M1F,43,MUDAH,2,I2/I3/I4,C4,PG,diskon_vs_potongan,Barang seharga Rp200.000 memiliki promo diskon 10% atau potongan langsung Rp25.000. Promo yang lebih hemat adalah ....,Keduanya sama,Potongan langsung lebih hemat Rp5.000,Diskon lebih hemat Rp5.000,Tidak dapat ditentukan,B,Potongan langsung lebih hemat Rp5.000,Hitung nilai rupiah dari diskon 10%.,Bandingkan total potongan dari dua promo.,Promo diskon memberi potongan Rp20.000. Potongan langsung Rp25.000. Potongan langsung lebih hemat Rp5.000.,ERR_DISCOUNT_VS_FLAT,R1/R2,TRUE
M1F-F43-MD-V03,PRACTICE,M1F,43,MUDAH,3,I2/I3/I4,C4,PG,diskon_vs_potongan,Barang seharga Rp150.000 memiliki promo diskon 20% atau potongan langsung Rp30.000. Promo yang lebih hemat adalah ....,Diskon lebih hemat Rp5.000,Keduanya sama,Semua pilihan salah,Tidak dapat ditentukan,B,Keduanya sama,Hitung nilai rupiah dari diskon 20%.,Bandingkan total potongan dari dua promo.,Promo diskon memberi potongan Rp30.000. Potongan langsung Rp30.000. Keduanya sama.,ERR_DISCOUNT_VS_FLAT,R1/R2,TRUE
M1F-F43-SD-V01,PRACTICE,M1F,43,SEDANG,1,I2/I3/I4,C4,PG,diskon_vs_potongan,Barang seharga Rp250.000 memiliki promo diskon 18% atau potongan langsung Rp40.000. Promo yang lebih hemat adalah ....,Potongan langsung lebih hemat Rp5.000,Keduanya sama,Diskon lebih hemat Rp5.000,Tidak dapat ditentukan,C,Diskon lebih hemat Rp5.000,Hitung nilai rupiah dari diskon 18%.,Bandingkan total potongan dari dua promo.,Promo diskon memberi potongan Rp45.000. Potongan langsung Rp40.000. Diskon lebih hemat Rp5.000.,ERR_DISCOUNT_VS_FLAT,R1/R2,TRUE
M1F-F43-SD-V02,PRACTICE,M1F,43,SEDANG,2,I2/I3/I4,C4,PG,diskon_vs_potongan,"Barang seharga Rp320.000 memiliki promo diskon 12,5% atau potongan langsung Rp45.000. Promo yang lebih hemat adalah ....",Keduanya sama,Potongan langsung lebih hemat Rp5.000,Diskon lebih hemat Rp5.000,Tidak dapat ditentukan,B,Potongan langsung lebih hemat Rp5.000,"Hitung nilai rupiah dari diskon 12,5%.",Bandingkan total potongan dari dua promo.,Promo diskon memberi potongan Rp40.000. Potongan langsung Rp45.000. Potongan langsung lebih hemat Rp5.000.,ERR_DISCOUNT_VS_FLAT,R1/R2,TRUE
M1F-F43-SD-V03,PRACTICE,M1F,43,SEDANG,3,I2/I3/I4,C4,PG,diskon_vs_potongan,Barang seharga Rp180.000 memiliki promo diskon 25% atau potongan langsung Rp50.000. Promo yang lebih hemat adalah ....,Keduanya sama,Potongan langsung lebih hemat Rp5.000,Diskon lebih hemat Rp5.000,Tidak dapat ditentukan,B,Potongan langsung lebih hemat Rp5.000,Hitung nilai rupiah dari diskon 25%.,Bandingkan total potongan dari dua promo.,Promo diskon memberi potongan Rp45.000. Potongan langsung Rp50.000. Potongan langsung lebih hemat Rp5.000.,ERR_DISCOUNT_VS_FLAT,R1/R2,TRUE
M1F-F43-SL-V01,PRACTICE,M1F,43,SULIT,1,I2/I3/I4,C4,PG,diskon_vs_potongan,Barang seharga Rp450.000 memiliki promo diskon 22% atau potongan langsung Rp95.000. Promo yang lebih hemat adalah ....,Potongan langsung lebih hemat Rp4.000,Keduanya sama,Tidak dapat ditentukan,Diskon lebih hemat Rp4.000,D,Diskon lebih hemat Rp4.000,Hitung nilai rupiah dari diskon 22%.,Bandingkan total potongan dari dua promo.,Promo diskon memberi potongan Rp99.000. Potongan langsung Rp95.000. Diskon lebih hemat Rp4.000.,ERR_DISCOUNT_VS_FLAT,R1/R2,TRUE
M1F-F43-SL-V02,PRACTICE,M1F,43,SULIT,2,I2/I3/I4,C4,PG,diskon_vs_potongan,Barang seharga Rp375.000 memiliki promo diskon 18% atau potongan langsung Rp70.000. Promo yang lebih hemat adalah ....,Diskon lebih hemat Rp5.000,Tidak dapat ditentukan,Potongan langsung lebih hemat Rp2.500,Keduanya sama,C,Potongan langsung lebih hemat Rp2.500,Hitung nilai rupiah dari diskon 18%.,Bandingkan total potongan dari dua promo.,Promo diskon memberi potongan Rp67.500. Potongan langsung Rp70.000. Potongan langsung lebih hemat Rp2.500.,ERR_DISCOUNT_VS_FLAT,R1/R2,TRUE
M1F-F43-SL-V03,PRACTICE,M1F,43,SULIT,3,I2/I3/I4,C4,PG,diskon_vs_potongan,Barang seharga Rp600.000 memiliki promo diskon 15% lalu voucher Rp20.000 atau potongan langsung Rp100.000. Promo yang lebih hemat adalah ....,Diskon lebih hemat Rp10.000,Tidak dapat ditentukan,Potongan langsung lebih hemat Rp10.000,Keduanya sama,A,Diskon lebih hemat Rp10.000,Hitung nilai rupiah dari diskon 15%.,Bandingkan total potongan dari dua promo.,Promo diskon memberi potongan Rp110.000. Potongan langsung Rp100.000. Diskon lebih hemat Rp10.000.,ERR_DISCOUNT_VS_FLAT,R1/R2,TRUE
M1F-F44-MD-V01,PRACTICE,M1F,44,MUDAH,1,I1/I2/I3,C3,PG,promo_ongkir_layanan,Barang seharga Rp100.000 mendapat diskon 10% serta ongkir Rp12.000. Total bayar adalah ....,Rp112.000,Tidak dapat ditentukan,Rp90.000,Rp102.000,D,Rp102.000,"Hitung total akhir, termasuk ongkir atau biaya layanan.",Subtotal setelah promo adalah Rp90.000.,Subtotal = Rp90.000. Biaya layanan = Rp0. Ongkir = Rp12.000. Total A = Rp102.000.,ERR_FORGET_SHIPPING,R1/R2,TRUE
M1F-F44-MD-V02,PRACTICE,M1F,44,MUDAH,2,I1/I2/I3,C3,PG,promo_ongkir_layanan,Barang seharga Rp150.000 mendapat voucher Rp20.000 dan biaya layanan Rp5.000. Total bayar adalah ....,Rp150.000,Rp145.000,Rp130.000,Rp135.000,D,Rp135.000,"Hitung total akhir, termasuk ongkir atau biaya layanan.",Subtotal setelah promo adalah Rp130.000.,Subtotal = Rp130.000. Biaya layanan = Rp5.000. Ongkir = Rp0. Total A = Rp135.000.,ERR_FORGET_SHIPPING,R1/R2,TRUE
M1F-F44-MD-V03,PRACTICE,M1F,44,MUDAH,3,I1/I2/I3,C3,PG,promo_ongkir_layanan,Barang seharga Rp200.000 mendapat diskon 20% dan biaya layanan 2% dari harga setelah diskon. Total bayar adalah ....,Rp200.000,Rp173.200,Rp160.000,Rp163.200,D,Rp163.200,"Hitung total akhir, termasuk ongkir atau biaya layanan.",Subtotal setelah promo adalah Rp160.000.,Subtotal = Rp160.000. Biaya layanan = Rp3.200. Ongkir = Rp0. Total A = Rp163.200.,ERR_FORGET_SHIPPING,R1/R2,TRUE
M1F-F44-SD-V01,PRACTICE,M1F,44,SEDANG,1,I1/I2/I3/I4,C4,PG,promo_ongkir_layanan,Toko A menawarkan harga Rp250.000 diskon 20% dan ongkir Rp20.000. Toko B memiliki total pembanding Rp240.000. Pilihan yang lebih hemat adalah ....,Keduanya sama,Tidak dapat ditentukan,Toko B lebih hemat Rp20.000,Toko A lebih hemat Rp20.000,D,Toko A lebih hemat Rp20.000,"Hitung total akhir, termasuk ongkir atau biaya layanan.",Subtotal setelah promo adalah Rp200.000.,Subtotal = Rp200.000. Biaya layanan = Rp0. Ongkir = Rp20.000. Total A = Rp220.000. Total B = Rp240.000. Toko A lebih hemat Rp20.000.,ERR_FORGET_SHIPPING,R1/R2,TRUE
M1F-F44-SD-V02,PRACTICE,M1F,44,SEDANG,2,I1/I2/I3/I4,C4,PG,promo_ongkir_layanan,Toko A menawarkan harga Rp300.000 diskon 25%. Toko B memiliki total pembanding Rp240.000. Pilihan yang lebih hemat adalah ....,Toko A lebih hemat Rp10.000,Tidak dapat ditentukan,Toko B lebih hemat Rp10.000,Keduanya sama,A,Toko A lebih hemat Rp10.000,"Hitung total akhir, termasuk ongkir atau biaya layanan.",Subtotal setelah promo adalah Rp225.000.,Subtotal = Rp225.000. Biaya layanan = Rp5.000. Ongkir = Rp0. Total A = Rp230.000. Total B = Rp240.000. Toko A lebih hemat Rp10.000.,ERR_FORGET_SHIPPING,R1/R2,TRUE
M1F-F44-SD-V03,PRACTICE,M1F,44,SEDANG,3,I1/I2/I3/I4,C4,PG,promo_ongkir_layanan,Toko A menawarkan harga Rp400.000 diskon 30% dan ongkir Rp25.000. Toko B memiliki total pembanding Rp310.000. Pilihan yang lebih hemat adalah ....,Tidak dapat ditentukan,Keduanya sama,Toko A lebih hemat Rp5.000,Toko B lebih hemat Rp5.000,C,Toko A lebih hemat Rp5.000,"Hitung total akhir, termasuk ongkir atau biaya layanan.",Subtotal setelah promo adalah Rp280.000.,Subtotal = Rp280.000. Biaya layanan = Rp0. Ongkir = Rp25.000. Total A = Rp305.000. Total B = Rp310.000. Toko A lebih hemat Rp5.000.,ERR_FORGET_SHIPPING,R1/R2,TRUE
M1F-F44-SL-V01,PRACTICE,M1F,44,SULIT,1,I1/I2/I3/I4,C4,PG,promo_ongkir_layanan,Toko A menawarkan harga Rp500.000 diskon 30% dengan biaya layanan 2% dan ongkir Rp20.000. Toko B memiliki total pembanding Rp390.000. Pilihan yang lebih hemat adalah ....,Tidak dapat ditentukan,Toko B lebih hemat Rp13.000,Keduanya sama,Toko A lebih hemat Rp13.000,D,Toko A lebih hemat Rp13.000,"Hitung total akhir, termasuk ongkir atau biaya layanan.",Subtotal setelah promo adalah Rp350.000.,Subtotal = Rp350.000. Biaya layanan = Rp7.000. Ongkir = Rp20.000. Total A = Rp377.000. Total B = Rp390.000. Toko A lebih hemat Rp13.000.,ERR_FORGET_SHIPPING,R1/R2,TRUE
M1F-F44-SL-V02,PRACTICE,M1F,44,SULIT,2,I1/I2/I3/I4,C4,PG,promo_ongkir_layanan,"Toko A menawarkan harga Rp450.000 voucher Rp50.000 dengan biaya layanan 2,5% dan ongkir Rp18.000. Toko B memiliki total pembanding Rp414.000. Pilihan yang lebih hemat adalah ....",Toko A lebih hemat Rp5.000,Toko B lebih hemat Rp14.000,Keduanya sama,Tidak dapat ditentukan,B,Toko B lebih hemat Rp14.000,"Hitung total akhir, termasuk ongkir atau biaya layanan.",Subtotal setelah promo adalah Rp400.000.,Subtotal = Rp400.000. Biaya layanan = Rp10.000. Ongkir = Rp18.000. Total A = Rp428.000. Total B = Rp414.000. Toko B lebih hemat Rp14.000.,ERR_FORGET_SHIPPING,R1/R2,TRUE
M1F-F44-SL-V03,PRACTICE,M1F,44,SULIT,3,I1/I2/I3/I4,C4,PG,promo_ongkir_layanan,Toko A menawarkan harga Rp600.000 diskon 35% dan ongkir Rp30.000. Toko B memiliki total pembanding Rp415.000. Pilihan yang lebih hemat adalah ....,Keduanya sama,Toko B lebih hemat Rp5.000,Toko A lebih hemat Rp5.000,Tidak dapat ditentukan,B,Toko B lebih hemat Rp5.000,"Hitung total akhir, termasuk ongkir atau biaya layanan.",Subtotal setelah promo adalah Rp390.000.,Subtotal = Rp390.000. Biaya layanan = Rp0. Ongkir = Rp30.000. Total A = Rp420.000. Total B = Rp415.000. Toko B lebih hemat Rp5.000.,ERR_FORGET_SHIPPING,R1/R2,TRUE
M1F-F45-MD-V01,PRACTICE,M1F,45,MUDAH,1,I1/I2/I3,C3,PG,tabel_transaksi,"Transaksi berisi 2 buku @ Rp10.000, 1 pulpen @ Rp5.000. Total pembayaran adalah ....",Rp25.000,Tidak dapat ditentukan,Rp15.000,Rp35.000,A,Rp25.000,Hitung total setiap jenis barang.,"Jumlahkan semua subtotal, lalu terapkan voucher/diskon/ongkir jika ada.",Total awal = Rp25.000. Voucher = Rp0. Diskon total = 0%. Ongkir = Rp0. Total akhir = Rp25.000.,ERR_TABLE_TOTAL,R2,TRUE
M1F-F45-MD-V02,PRACTICE,M1F,45,MUDAH,2,I1/I2/I3,C3,PG,tabel_transaksi,"Transaksi berisi 3 pensil @ Rp4.000, 2 penghapus @ Rp3.000. Total pembayaran adalah ....",Rp18.000,Tidak dapat ditentukan,Rp28.000,Rp8.000,A,Rp18.000,Hitung total setiap jenis barang.,"Jumlahkan semua subtotal, lalu terapkan voucher/diskon/ongkir jika ada.",Total awal = Rp18.000. Voucher = Rp0. Diskon total = 0%. Ongkir = Rp0. Total akhir = Rp18.000.,ERR_TABLE_TOTAL,R2,TRUE
M1F-F45-MD-V03,PRACTICE,M1F,45,MUDAH,3,I1/I2/I3,C3,PG,tabel_transaksi,"Transaksi berisi 1 tas @ Rp120.000, 2 gantungan @ Rp15.000. Total pembayaran adalah ....",Rp140.000,Rp150.000,Tidak dapat ditentukan,Rp160.000,B,Rp150.000,Hitung total setiap jenis barang.,"Jumlahkan semua subtotal, lalu terapkan voucher/diskon/ongkir jika ada.",Total awal = Rp150.000. Voucher = Rp0. Diskon total = 0%. Ongkir = Rp0. Total akhir = Rp150.000.,ERR_TABLE_TOTAL,R2,TRUE
M1F-F45-SD-V01,PRACTICE,M1F,45,SEDANG,1,I1/I2/I3,C3,PG,tabel_transaksi,"Transaksi berisi 3 buku @ Rp12.000, 5 pulpen @ Rp4.000, 2 map @ Rp6.000. Total pembayaran adalah ....",Tidak dapat ditentukan,Rp58.000,Rp78.000,Rp68.000,D,Rp68.000,Hitung total setiap jenis barang.,"Jumlahkan semua subtotal, lalu terapkan voucher/diskon/ongkir jika ada.",Total awal = Rp68.000. Voucher = Rp0. Diskon total = 0%. Ongkir = Rp0. Total akhir = Rp68.000.,ERR_TABLE_TOTAL,R2,TRUE
